soil_moisture,soil_moisture_p,humidity_p,temperature_c,heat_index_c
301.0,56.0,72.0,14.1,13.45
292.0,59.0,72.0,14.1,13.45
292.0,59.0,72.0,14.1,13.45
302.0,55.0,72.0,14.1,13.45
291.0,60.0,72.0,14.1,13.45
298.0,57.0,72.0,14.1,13.45
302.0,55.0,72.0,14.1,13.45
298.0,57.0,72.0,14.1,13.45
292.0,59.0,72.0,14.1,13.45
302.0,55.0,72.0,14.1,13.45
302.0,55.0,72.0,13.8,13.12
303.0,55.0,72.0,13.9,13.23
292.0,59.0,72.0,13.8,13.12
301.0,56.0,72.0,13.8,13.12
293.0,59.0,72.0,13.8,13.12
293.0,59.0,72.0,13.7,13.01
302.0,55.0,72.0,13.7,13.01
292.0,59.0,72.0,13.7,13.01
294.0,58.0,72.0,13.7,13.01
301.0,56.0,72.0,13.7,13.01
300.0,56.0,72.0,13.7,13.01
293.0,59.0,72.0,13.7,13.01
302.0,55.0,72.0,13.7,13.01
299.0,57.0,72.0,13.7,13.01
293.0,59.0,72.0,13.7,13.01
296.0,58.0,72.0,13.7,13.01
295.0,58.0,72.0,13.7,13.01
296.0,58.0,72.0,13.7,13.01
292.0,59.0,72.0,13.7,13.01
298.0,57.0,72.0,13.7,13.01
299.0,57.0,72.0,13.7,13.01
303.0,55.0,72.0,13.7,13.01
292.0,59.0,72.0,13.7,13.01
302.0,55.0,72.0,13.7,13.01
297.0,57.0,72.0,13.7,13.01
292.0,59.0,72.0,13.7,13.01
293.0,59.0,72.0,13.7,13.01
292.0,59.0,72.0,13.7,13.01
292.0,59.0,72.0,13.7,13.01
294.0,58.0,72.0,13.7,13.01
297.0,57.0,72.0,13.7,13.01
299.0,57.0,71.0,13.7,12.98
301.0,56.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
292.0,59.0,72.0,13.7,13.01
291.0,60.0,72.0,13.7,13.01
304.0,55.0,72.0,13.7,13.01
299.0,57.0,72.0,13.7,13.01
302.0,55.0,72.0,13.7,13.01
302.0,55.0,72.0,13.7,13.01
302.0,55.0,72.0,13.7,13.01
297.0,57.0,72.0,13.7,13.01
303.0,55.0,72.0,13.7,13.01
299.0,57.0,71.0,13.7,12.98
295.0,58.0,71.0,13.7,12.98
295.0,58.0,71.0,13.7,12.98
298.0,57.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
298.0,57.0,71.0,13.7,12.98
303.0,55.0,71.0,13.7,12.98
293.0,59.0,71.0,13.7,12.98
295.0,58.0,71.0,13.7,12.98
